SITIO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT
863,0.0,0.001,0.0,0.0,0.0,0.4274,0.0011,0.0006
73,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
74,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
75,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
616,0.0142,0.0098,0.0005,0.0,0.0,0.403,0.0064,0.0089
205,0.0142,0.0098,0.0014,0.0,0.0,0.4028,0.0064,0.0089
563,0.001,0.0014,0.0,0.0,0.0,0.4283,0.0006,0.0008
220,0.0337,0.0101,0.0002,0.0,0.0,0.3772,0.0156,0.0186
1674,0.0726,0.0225,0.001,0.0,0.0,0.2977,0.0,0.0113
958,0.0271,0.0066,0.0006,0.0,0.0,0.3879,0.0123,0.0145
957,0.0112,0.0036,0.0001,0.0,0.0,0.4125,0.0044,0.0052
234,0.0119,0.0032,0.0002,0.0,0.0,0.4116,0.0047,0.0056
438,0.0548,0.0194,0.0005,0.0,0.0,0.3435,0.0263,0.0315
538,0.0474,0.0171,0.0006,0.0,0.0,0.355,0.0226,0.0271
966,0.0,0.0,0.0018,0.0,0.0,0.4298,0.0012,0.0015
1318,0.0,0.0137,0.0014,0.0,0.0,0.4253,0.0,0.0
938,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
940,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
939,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
941,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
942,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
944,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
943,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
1583,0.0375,0.0116,0.0002,0.0,0.0,0.3693,0.0,0.0
50,0.0207,0.0096,0.0008,0.0,0.0,0.5347,0.0,0.0089
501,0.0,0.0023,0.0,0.0,0.0,0.4297,0.001,0.0013
499,0.0014,0.0017,0.0003,0.0,0.0,0.4276,0.0004,0.0005
498,0.0,0.0026,0.0002,0.0,0.0,0.4296,0.001,0.0012
500,0.0,0.0022,0.0001,0.0,0.0,0.4297,0.0011,0.0013
1567,0.2896,0.0767,0.0013,0.0,0.0,0.0668,0.0,0.188
614,0.0142,0.0098,0.0001,0.0,0.0,0.4031,0.0064,0.0089
615,0.0142,0.0098,0.0005,0.0,0.0,0.403,0.0064,0.0089
547,0.0142,0.0098,0.0001,0.0,0.0,0.4031,0.0064,0.0089
548,0.0142,0.0098,0.0,0.0,0.0,0.4031,0.0064,0.0089
556,0.0011,0.0014,0.0,0.0,0.0,0.4282,0.0005,0.0007
557,0.002,0.0025,0.0001,0.0,0.0,0.4266,0.0,0.0001
379,0.0142,0.0098,0.0002,0.0,0.0,0.403,0.0064,0.0089
380,0.0142,0.0098,0.0001,0.0,0.0,0.4031,0.0064,0.0089
1172,0.0142,0.0098,0.0,0.0,0.0,0.4031,0.0064,0.0089
828,0.0,0.0023,0.0,0.0,0.0,0.4297,0.001,0.0013
830,0.0,0.0021,0.0,0.0,0.0,0.4297,0.0011,0.0013
829,0.0,0.0023,0.0,0.0,0.0,0.4297,0.001,0.0013
831,0.0,0.0026,0.0005,0.0,0.0,0.4295,0.001,0.0012
767,0.0142,0.0099,0.005,0.0,0.0,0.4021,0.0064,0.0088
496,0.0,0.0025,0.0001,0.0,0.0,0.4296,0.001,0.0012
497,0.0,0.0027,0.0,0.0,0.0,0.4295,0.001,0.0012
695,0.0139,0.0044,0.0003,0.0,0.0,0.4082,0.0058,0.0069
643,0.0127,0.0051,0.0,0.0,0.0,0.41,0.0052,0.0062
565,0.0,0.0019,0.0003,0.0,0.0,0.4297,0.0011,0.0013
918,0.0003,0.0023,0.0001,0.0,0.0,0.4292,0.0009,0.0011
423,0.0089,0.0024,0.0003,0.0,0.0,0.4161,0.0033,0.0038
1668,0.0127,0.0033,0.0001,0.0,0.0,0.4103,0.0051,0.006
964,0.0154,0.0031,0.0,0.0,0.0,0.4062,0.0065,0.0076
965,0.0107,0.0021,0.0,0.0,0.0,0.4136,0.0041,0.0048
845,0.0609,0.0239,0.0008,0.0,0.0,0.3332,0.0294,0.0354
844,0.035,0.0158,0.0001,0.0,0.0,0.374,0.0165,0.0199
843,0.015,0.0033,0.0001,0.0,0.0,0.4068,0.0063,0.0074
842,0.242,0.0733,0.0,0.0,0.0,0.0502,0.1194,0.1429
1158,0.0142,0.0098,0.0,0.0,0.0,0.4031,0.0064,0.0089
535,0.0025,0.0017,0.0,0.0,0.0,0.4245,0.0003,0.0007
536,0.0012,0.0036,0.0,0.0,0.0,0.4276,0.0004,0.0005
537,0.0015,0.0029,0.0,0.0,0.0,0.4273,0.0003,0.0004
889,0.0,0.0024,0.0,0.0,0.0,0.4297,0.001,0.0012
890,0.0,0.0024,0.0,0.0,0.0,0.4297,0.001,0.0013
891,0.0,0.0026,0.0,0.0,0.0,0.4296,0.001,0.0012
1161,0.0,0.0027,0.0,0.0,0.0,0.4296,0.001,0.0012
890,0.0,0.002,0.0,0.0,0.0,0.4297,0.0011,0.0013
853,0.0,0.0043,0.0,0.0,0.0,0.4293,0.001,0.0011
854,0.0,0.0022,0.0,0.0,0.0,0.4297,0.0011,0.0013
856,0.0,0.0027,0.0,0.0,0.0,0.4296,0.001,0.0012
852,0.0,0.003,0.0,0.0,0.0,0.4296,0.001,0.0012
855,0.0,0.0025,0.0,0.0,0.0,0.4296,0.001,0.0012
1169,0.0142,0.0098,0.0,0.0,0.0,0.4031,0.0064,0.0089
1130,0.0043,0.0059,0.0014,0.0,0.0,0.4625,0.0015,0.0
568,0.0,0.0,0.0001,0.0,0.0,0.4301,0.0012,0.0015
567,0.0,0.0,0.0001,0.0,0.0,0.4301,0.0012,0.0015
569,0.0,0.0,0.0004,0.0,0.0,0.4301,0.0012,0.0015
481,0.0,0.0007,0.0039,0.0,0.0,0.4292,0.0012,0.0014
473,0.0058,0.0037,0.0001,0.0,0.0,0.4206,0.0018,0.0022
732,0.0,0.0053,0.0,0.0,0.0,0.4291,0.0009,0.001
477,0.0103,0.006,0.0003,0.0,0.0,0.4134,0.0041,0.0049
736,0.0065,0.0035,0.0001,0.0,0.0,0.4196,0.0022,0.0025
478,0.0086,0.0071,0.0007,0.0,0.0,0.4156,0.0033,0.0041
480,0.0073,0.0068,0.0004,0.0,0.0,0.4176,0.0027,0.0033
479,0.0,0.0012,0.0001,0.0,0.0,0.4299,0.0011,0.0014
476,0.0,0.003,0.0001,0.0,0.0,0.4295,0.001,0.0012
731,0.0057,0.0035,0.0005,0.0,0.0,0.4208,0.0017,0.0021
471,0.0,0.0,0.0004,0.0,0.0,0.4301,0.0012,0.0015
735,0.0058,0.0045,0.0001,0.0,0.0,0.4205,0.0019,0.0022
474,0.006,0.0053,0.001,0.0,0.0,0.4198,0.002,0.0024
734,0.0,0.0002,0.0008,0.0,0.0,0.43,0.0011,0.0015
475,0.0,0.0045,0.0005,0.0,0.0,0.4292,0.001,0.0011
730,0.0066,0.003,0.0011,0.0,0.0,0.4193,0.0022,0.0026
733,0.0018,0.0,0.0009,0.0,0.0,0.4273,0.0003,0.0005
472,0.0,0.0,0.0002,0.0,0.0,0.4301,0.0012,0.0015
505,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
507,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
506,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
812,0.008,0.0015,0.0,0.0,0.0,0.4178,0.0028,0.0032
813,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
814,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
425,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
644,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
241,0.0048,0.0148,0.0005,0.0,0.0,0.4197,0.0019,0.0026
468,0.0095,0.0117,0.0007,0.0,0.0,0.4134,0.004,0.005
470,0.003,0.0091,0.0013,0.0,0.0,0.4234,0.0007,0.0011
469,0.0456,0.0121,0.0004,0.0,0.0,0.3588,0.0215,0.0256
825,0.0,0.0,0.0,0.0,0.0,0.4302,0.0012,0.0015
