DBO_mg/L,DQO_mg/L
0.0145,0.0096
0.0145,0.0096
0.0145,0.0096
0.0145,0.0096
0.0145,0.0096
0.008,0.0077
0.0017,0.0
0.0112,0.0044
0.0019,0.0007
0.0112,0.0044
0.0373,0.0205
0.0163,0.0049
0.0,0.0004
0.0093,0.0185
0.0029,0.0015
0.0039,0.0006
0.0406,0.0227
0.0013,0.0014
0.01,0.008
0.0092,0.002
0.0056,0.0022
0.001,0.0019
0.0061,0.0005
0.0,0.0024
0.0,0.0042
0.0,0.0025
0.0,0.0009
0.0,0.0017
0.0,0.0018
0.0,0.001
0.0,0.0025
0.0,0.0016
0.0,0.0015
0.0,0.0027
0.0,0.0024
0.0,0.0001
0.0,0.0021
0.0,0.0015
0.0,0.0
0.0,0.0016
0.0012,0.0002
0.0155,0.0089
0.0,0.0014
0.006,0.0006
0.0046,0.0013
0.0032,0.0005
0.0,0.0011
0.0017,0.0
0.0018,0.0
0.0,0.0018
0.0,0.0027
0.0,0.0059
0.0,0.0019
0.0,0.0006
0.0,0.0007
0.0,0.0044
0.0,0.0028
0.0,0.0018
0.0,0.0015
0.0,0.0021
0.0,0.003
0.0,0.0007
0.0,0.0001
0.0095,0.0044
0.0027,0.0
0.0096,0.0037
0.0014,0.0046
0.0105,0.0049
0.0116,0.0049
0.0012,0.0
0.0027,0.0
0.0028,0.0
0.0,0.0016
0.0089,0.01
0.0016,0.0
0.0,0.0024
0.0,0.0
0.0,0.0013
0.0,0.0008
0.0007,0.0007
0.0008,0.0011
0.0022,0.0003
0.0034,0.0019
0.0034,0.0019
0.0015,0.0008
0.0041,0.0024
0.0013,0.0072
0.0045,0.0042
0.0041,0.0025
0.0026,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0012,0.0
0.0,0.0034
0.0086,0.0167
0.0027,0.0004
0.0118,0.0109
0.0109,0.0112
0.0027,0.0025
0.003,0.001
0.0026,0.0008
0.0801,0.1774
0.0002,0.0002
0.0057,0.0013
0.0031,0.0009
0.0,0.0016
0.0005,0.0035
0.0,0.001
0.0,0.0002
0.0059,0.0043
0.0142,0.0106
0.0095,0.0043
0.0042,0.0112
0.0076,0.0106
0.0046,0.0103
0.0084,0.0143
0.0047,0.0066
0.0057,0.0099
0.009,0.0165
0.0,0.0018
0.0058,0.0019
0.0018,0.0002
0.0039,0.0037
0.0042,0.0011
0.0,0.004
0.0,0.0
0.0,0.0
0.0005,0.0
0.0011,0.0003
0.0026,0.0033
0.0092,0.0015
0.0019,0.005
0.0,0.0018
0.0021,0.0
0.0039,0.0037
0.0099,0.0043
0.0069,0.0019
0.0,0.0
0.0,0.0
0.0027,0.0001
0.0014,0.0
0.0018,0.0
0.0057,0.0004
0.0017,0.0001
0.0015,0.0
0.0019,0.0
0.0051,0.001
0.0072,0.0008
0.0075,0.0035
0.0104,0.0018
0.0085,0.0016
0.0172,0.0074
0.0059,0.0026
0.0049,0.004
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0016
0.0,0.0
0.0,0.0
0.0,0.0
0.0181,0.0088
0.0947,0.0323
0.0702,0.0294
0.0125,0.008
0.0006,0.0003
0.0182,0.0061
0.0382,0.1334
0.0018,0.0002
0.0004,0.0042
0.0002,0.0002
0.0,0.0
0.0013,0.0
0.0,0.0
0.0,0.0002
0.0097,0.0034
0.0048,0.0014
0.0,0.001
0.0145,0.0096
0.0069,0.0019
0.0002,0.0022
0.0069,0.0019
0.0105,0.0038
0.0069,0.0019
0.0069,0.0019
0.0002,0.0022
0.0127,0.006
0.0224,0.011
0.009,0.002
0.0039,0.0051
0.0048,0.0019
0.0069,0.0019
0.0,0.0025
0.0007,0.0033
0.0008,0.0026
0.0006,0.0015
0.0015,0.0067
0.0064,0.0031
0.0004,0.0038
0.0,0.0033
0.0026,0.0012
0.0027,0.0035
0.0022,0.0
0.0145,0.0096
0.0145,0.0096
0.0145,0.0096
0.0064,0.0037
0.0003,0.0033
0.0118,0.0067
0.0065,0.0024
0.001,0.0021
0.0003,0.0008
0.0058,0.0019
0.0004,0.001
0.009,0.0024
0.0002,0.0015
0.0144,0.0044
0.0003,0.0027
0.0155,0.0078
0.0029,0.0009
0.0,0.0084
0.0,0.0004
0.0,0.0079
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
