DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT
2.0,14.28,10.4,11199.0,168.0,28.3,1.0,1.0
2.0,13.31,10.0,2613.0,132454.63794675042,28.8,1.0,1.25
2.0,15.718477915083106,308.12870429695886,4352.0,2098.0,47.6,1.0,1.0
2.0,21.63,10.0,1187.0,74994.94244762158,49.2,0.9555086389031242,1.0
2.0,38.95,10.0,933.0,122.0,57.6,0.9559866897144411,1.0
2.0,36.38,10.0,2755.0,181.0,71.97174106149258,1.0,1.0
15.45,24.96,38.0,-479076.21992577054,210.0,80.1,1.0370882909531123,1.0
20.4,25.92,38.0,43.0,23.0,51.6,1.0,1.0
15.54,21.6,60.0,1100.0,240.0,64.9,1.0,0.4146593705865309
22.92,28.8,18.0,93.0,23.0,63.8,1.0,0.3420150654346765
19.8,23.52,56.0,240.0,240.0,56.5,1.0,1.0
20.88,26.4,22.0,-1247790.4759137984,240.0,52.7,1.0,1.0
15.416046100345085,33.4,406.0,1100.0,240.0,69.02053460146507,1.0,1.0
30.36,49.85,192.0,240.0,93.0,59.7,1.0,1.0
17.88,26.88,196.0,1100.0,1100.0,64.1,1.0,1.0
21.0,24.0,18.0,2400.0,75.0,84.1,1.0,1.0
27.9,40.8,182.0,2400.0,1100.0,62.5,1.0371904199681448,1.0
12.66,21.12,50.0,150.0,82792.51853274001,50.2,1.0,1.0
30.72,45.6,19.0,240.0,240.0,67.2654413909193,1.052645789786201,1.0
22.2,26.4,13.0,460.0,93.0,60.8,1.0,1.0
2.0,10.0,25.6,58583.04503200576,226.0,98.8,1.0,1.0
2.0,10.0,10.0,2359.0,86.0,57.3,1.0,1.0
19.98,23.52,18.0,1100.0,30962.407357410295,76.6,1.0,1.0
7.3,47.59,185.50225237616695,54750.0,36540.0,98.1,1.0,1.0
0.3581677686044742,10.0,45.4,2247.0,644.0,86.9,1.0,1.0
2.0,10.0,144.5,24196.0,49014.71616461378,74.1,1.0,1.0
2.0,10.0,20.5,1014.0,189.0,85.6,1.0,1.0
2.0,10.0,21.8,880.0,203.0,85.7,1.0,1.0
5.5,10.0,145.3,-38174.21216146089,323.0,94.0,1.0,1.0
4.8,10.0,179.2,2247.0,450.0,91.8,1.0,1.0
2.0,10.0,268.5,3448.0,867.0,94.2,1.0,1.0
9.9,15.12,231.70281510936843,2481.0,51379.827126478194,69.27398646767644,1.0,1.0
2.0,10.0,147.6,3441.0,457.0,94.0,1.0,1.0
2.0,10.0,198.3,748.0,388.0,71.48202583396542,1.0,1.0
2.0,10.0,180.4,2603.0,548.0,93.9,1.0,1.0
2.0,10.0,10.0,-683944.9051181814,-5791.717655471381,85.7,1.0,1.0
2.0,10.0,10.0,148.0,52.0,79.8,1.0,1.0
10.9,12.6,157.85046239345644,4611.0,712.0,95.6,1.0,1.0
-0.5343741965625455,19.254709082774923,179.0,3448.0,408.0,94.7,1.0,1.0
2.0,-14.667255919834918,10.0,-4887929.895270728,51.0,10.0,1.0,1.0
2.0,13.18,25.4,987.0,3.0,31.5,1.0,1.0
2.0,19.78,353.6634727699927,-3206669.779037254,73.0,32.1,1.0,1.0
2.0,11.54,20.9,1162.0,41.0,28.2,1.0,1.0
12.895758942662098,29.43470448358763,51.7,-770052.1815601354,20.0,67.7,1.0,1.0
2.0,14.83,42.7,-2896654.441924639,81.0,39.7,1.0,1.0
2.0,10.0,10.9,161.0,73.0,71.57995174404574,1.0,1.0
2.0,10.0,10.0,146.0,31.0,113.6,1.0,1.0
2.0,16.48,19.6,75.0,10.0,22.4,0.9025941489455653,1.0
2.0,10.0,10.0,97.0,3.0,20.0,1.0,1.0
2.0,27.19,10.0,432.0,223.0,10.0,1.0,1.0
4.88,23.07,24.9,-4448772.608405661,1414.0,22.4,1.0,3.3
2.0,10.0,38.3,173.0,63.0,35.3,0.9206174231122538,1.0
2.0,9.59371253712802,10.0,1935.0,109.0,10.0,1.0,1.0
42.0,86.21,57880.0,4600.0,2100.0,30.0,1.0,1.0
96.67,182.23,284.96005956344453,24000.0,24613.917681619176,46.6,1.0,3.72
120.0,179.37,104.5,24000.0,24000.0,26.7,1.0,1.0
220.0,350.8,231.6843178552994,24000.0,24000.0,25.6,3.03,4.24
32.865344092395404,213.66,333.18479685109276,24000.0,24000.0,26.2,1.0,10.87
78.0,165.09,37.7,24000.0,24000.0,26.3,1.0,1.0
21.989793778486373,44.96,54.0,24000.0,24000.0,68.36041471750032,1.0329598579048433,1.0
220.0,530.8,100.0,24000.0,11000.0,26.6,1.52,17.24
2.0,33.71,12.0,24000.0,24000.0,26.3,1.0,1.0
26.0,82.46,49.0,24000.0,2400.0,26.9,1.0,1.0
15.33,45.79,54.0,24000.0,1500.0,25.4,1.0,1.0
103.33,163.87476947380765,32.5,24000.0,930.0,53.19282371733719,1.0,1.62
55.181201565153074,99.13,25.0,24000.0,24000.0,25.8,1.0,1.0
16.5,35.79,173.3,24000.0,2100.0,27.4,1.0,1.0
13.0,33.71,136.0,24000.0,11000.0,28.0,1.0,1.4351803726410322
60.0,190.8,28.4,24000.0,24000.0,27.2,1.0,1.41
33.0,125.79,1047.1,24000.0,24000.0,50.4,1.0461322473340935,1.0
64.0,118.71,135.7,24000.0,24000.0,26.3,1.0,2.472459218757227
37.0,64.13,11.0,24000.0,24000.0,26.6,1.0,1.0
5.33,15.854169118684418,13.0,24000.0,24000.0,26.2,1.0,1.0
28.0,41.63,10.0,24000.0,24000.0,26.2,1.0,1.0
43.0,84.13,149.1,-5185890.769827083,24000.0,26.5,1.141818939246181,9.09
1520.0,3254.0,162.2,24000.0,24000.0,21.7,6.9,52.63
5.5,43.56,54.9,1607.0,10.0,113.0,1.0,1.0
5.2,11.08,56.1,11199.0,52.0,13.7,1.0,1.0
2.0,51.625,10.0,2400.0,930.0,56.4,1.0,1.0
300.0,750.8,342.857,24000.0,24000.0,36.4,1.8531271408539611,1.0
2.0,47.041,10.0,24000.0,11000.0,67.8,0.9730293123902862,1.0
4.0,10.0,49.0,-1234463.2903603632,-13142.641730280797,75.0,1.0,1.0
7.0,29.935,93.0,2400.0,2400.0,81.0,1.0,1.0
2.0,10.0,10.0,473.0,3.0,45.4,1.0,1.0
2.0,10.0,10.0,-2266764.4623758635,3.0,53.5,1.0,1.0
2.0,21.34974774958414,88.5,1658.0,14500.387586517027,90.0,1.0,1.0
9.7,344.74,7583.3,6137288.276134948,14136.0,83.6,0.8972971744100778,1.0
2.0,10.0,10.0,8164.0,272.0,59.0,1.0,1.0
2.0,23.128854294563702,152.0,2046.0,269.0,98.2,1.0,1.0
8.2,29.26,560.7,8300.0,925.8642076619144,94.0,1.0,1.0
4.9,16.72,175.2953682804598,6200.0,1070.0,93.7,1.0,1.0
2.0,10.0,136.0,663.0,323.0,104.9,1.0,1.0
7.9,10.0,146.64192588395235,1500.0,450.0,100.2,1.0,1.0
0.47720516325771456,24.13,6014.0,-826864.3070824705,-25254.05714830174,83.8,1.0,1.0
15.3,26.62,6042.0,630598.0476829242,22470.0,88.3,1.0,1.0
258.7,324.15,156.0,2400.0,2400.0,23.04617151137287,1.0,4.35
3.385,16.3548015,10.0,12.75,3.0,97.8,1.0,1.42
12.4,21.1,18.2,24196.0,24196.0,69.35872647409184,1.0,1.0
65.41223210359453,119.79,22.5,24196.0,24196.0,10.0,1.0,1.57
2.0,10.0,16.1,31463.84801796265,50226.0,86.8,1.0,1.0
4.804510042091962,19.88,10.0,24196.0,26989.28674638775,84.4,1.005143077322535,1.0
7.91,20.725,10.0,24196.0,6512098.0,82.0,1.0,1.0
7.935,11.945,12.05,15531.0,20350.5,89.7,1.0,1.0
4.74,10.0,10.0,562098.0,24196.0,88.1,1.0,1.0
4.32,21.605,10.0,16598.0,24196.0,84.3,1.0,1.0
2.0,10.0,10.0,2359.0,1259.0,87.3,1.0,1.0
4.74,12.66,10.0,24196.0,24196.0,80.7,1.0,1.0
15.3,38.055,188.49038719367326,24196.0,104198.0,87.0,1.0,1.1677746012518382
15.495,23.12,10.0,24196.0,132098.0,67.89630300115044,1.0310194204855125,1.0
3.456142065578284,18.145,10.0,24196.0,262098.0,81.9,1.0,1.0
6.835,10.0,11.45,24196.0,18958.33200713244,89.7,1.0,1.0
4.97,19.96,41.0,150000.0,34500.0,58.8,1.0,1.0
3.42,11.945,10.55,24196.0,30598.0,86.6,1.0,1.0
11.665,13.895,17.25,24196.0,12598.0,69.55540946670726,1.0,1.0
2.0,10.0,24.9,15531.0,29332.0,89.1,1.0,0.48728164500930293
1.1085668610031263,20.01,10.0,24196.0,162098.0,86.2,1.0,1.2780889210370265
2.0,10.0,12.1,9804.0,1968.0,88.2,1.0,1.0
3.49,10.0,13.7,562098.0,24196.0,70.1,1.0,1.0
3.665,10.0,10.0,49598.0,24196.0,76.1,1.0,1.0
2.8517849597855616,10.0,205.59160720767596,24196.0,23598.0,81.1,1.0,1.0
5.84,12.115,10.0,24196.0,41598.0,85.8,1.0,1.0
7.74,10.0,16.85,24196.0,40098.0,69.92349498014056,1.0,1.0
15.15,89.86,43.55,31598.0,24196.0,80.6,1.0,1.0
5.77,15.69,12.55,49598.0,21528.444126141345,87.9,1.0,1.0
5.885,13.075,10.0,12098.75,24196.0,49.6,1.0,1.0
3.9977083836972156,27.37,193.61123843136158,24196.0,67098.0,89.3,1.0,1.0
2.0,10.0,177.17848187855748,-281517.5936852945,31.0,92.2,1.0,1.0
6.8,10.0,111.2,24196.0,5794.0,77.8,1.0,1.0
2.0,10.0,10.0,3255.0,31.0,92.1,1.0,1.0
22.87680764875345,10.0,11.1,4352.0,3.0,34.4,0.9787645498758182,1.0
2.0,10.0,11.2,1597.0,3.0,88.8,1.0,0.43536341783218213
4.705905524767346,10.0,238.43785611426958,-1363231.041669474,3.0,68.87686445218401,1.0,1.0
2.0,10.0,22.6,3076.0,96.0,96.4,1.0,1.0
30.54,45.5,14.0,93.0,27043.226493034308,71.5,1.0,1.0
31.14,49.98,32.0,2400.0,2400.0,18.3,1.0,1.0
44.04,55.69,48.0,460.0,460.0,14.3,1.0,1.0
16.26,21.96,36.0,2400.0,460.0,56.2,1.0,1.0
11.52,21.47,285.5864108647897,2400.0,240.0,55.0,0.9780539773447878,0.7179444761307663
15.96,29.77,48.0,-2201762.347464081,240.0,37.1,1.0,1.0
18.96,32.21,32.0,1100.0,1100.0,46.2,0.9872858451720075,1.0
31.08,51.94407188358157,186.0,2400.0,2400.0,32.6,1.0,1.0
23.88,30.74,12.0,2400.0,2400.0,30.5,1.0,0.6741926596051929
25.26,37.13,136.0,1100.0,1100.0,67.89098597216602,1.0371545911194442,1.0
20.22,31.72,20.0,1100.0,108690.00723356573,32.0,1.0,1.0
5.46,24.75,88.0,1100.0,36828.1438513092,76.2,1.0,1.0
28.44,31.42,122.0,150.0,43.0,79.3,1.0,0.010086398148067
25.62,69.02,214.0,1100.0,23.0,79.1,1.0,1.0
11.49,23.8,52.0,2400.0,210.0,76.5,1.0,1.0
16.47,27.61,239.5980254440123,460.0,460.0,68.8028838106826,1.0,1.0
15.36,24.75,272.0,43.0,43.0,72.1,1.0,1.0
16.89,19.52,14.0,93.0,93.0,20.1,0.9420652302233858,1.0
16.86,68.07,14.0,20.0,3.0,57.6,1.0,1.0
8.58,25.669948315839214,16.0,93.0,28.0,58.5,1.0,1.0
28.92,66.64,20.0,20.0,15.0,54.8,1.0,1.0
25.92,32.21,50.0,23.0,23.0,47.3,1.0,1.0
30.42,67.59,14.0,28.0,15.0,55.4,1.0,1.0
19.62,27.33,12.0,240.0,240.0,76.9,1.0,1.0
52.81,69.3,1240.0,2400.0,1100.0,83.9,1.0,1.0
14.76,29.51,14.0,9.0,3.0,58.3,1.0,1.0
43.08,51.3,72.0,4.0,3.0,19.4,1.0,1.0
40.08,45.5,66.0,1100.0,9.0,91.1,1.0,1.0
30.6,44.04,18.0,210.0,210.0,18.9,1.0,1.0
31.26,45.01,28.0,460.0,15.0,39.1,1.0,1.0
53.4,64.37,22.0,15.0,3.0,83.8,1.0,1.0
10.074364419823333,48.4,206.40626909840836,210.0,15.0,90.6,1.0,1.0
20.28,24.89,26.0,43.0,43.0,92.3,1.0,1.0
17.16,27.82,22.0,1100.0,50706.61694632089,65.4,1.0,1.0
17.94,38.726759167471286,48.0,1100.0,210.0,62.1,1.0,1.0
15.99,24.28,14.0,150.0,75.0,58.4,0.995525443847088,1.0
15.69,35.71470946089289,56.0,2400.0,2400.0,62.3,1.0,1.0
26.76,34.46,24.0,43.0,23.0,112.4,1.1055941911249523,1.0
15.3,20.94,240.2476249466443,-1199100.3233863078,2400.0,66.1,1.0335729597045382,1.0
20.88,27.38,20.0,210.0,120.0,81.3,1.0,1.0
15.78,36.3155360229549,10.0,15.0,9.0,65.6,1.0,1.0
28.5,32.37,216.0,2400.0,1100.0,63.8,1.0,0.18100317094922103
28.2,32.57,26.0,2400.0,2400.0,84.6,1.0,1.0
15.42,23.23,190.0,2400.0,2400.0,68.9,1.009268202664383,1.0
15.0,29.77,904.0,2400.0,14724.381001029484,84.3,1.0,1.0
30.36,51.73,236.0,28.0,28.0,87.6,1.0,1.0
40.32,71.52347178945662,32.0,1100.0,31511.911773179803,79.0,1.105367275344733,1.0
29.58,44.41,194.0,1100.0,460.0,86.2,1.0,0.4655632624668251
15.99,31.72,10.0,93.0,23.0,85.2,1.0,1.0
24.66,32.7,213.0261556817258,43.0,43.0,75.2,1.0453640596790357,1.0
29.1,54.25945390759534,690.0,1100.0,32804.51739237609,65.99256724878892,1.0,1.0
17.695126893841547,49.29,494.0,460.0,150.0,74.3,1.0,1.0
6.273430824571932,46.36,204.51718551705073,2400.0,460.0,87.2,1.0,1.8347029542887208
25.26,35.14,40.0,2400.0,1100.0,76.3,1.0491695281890234,1.0
32.04,45.87,10.0,460.0,-3344.5537151745666,87.8,1.0,1.0
18.06,21.6,14.0,2400.0,460.0,78.3,1.0,1.0
2.0,25.08,10.0,110.0,3.0,119.8,1.0,1.0
2.0,12.54,10.0,305.0,3.0,71.61899735417774,1.0,1.0
2.0,10.0,10.0,613.0,85.0,50.8,1.0,1.0
12.15,19.04,70.0,150.0,93.0,80.7,1.0,1.0
48.0,61.4,34.0,23.0,3.0,90.0,1.0,1.0
30.78,44.74,189.5166506221246,2400.0,1100.0,85.2,1.0,1.0
13.47,22.37,172.0,460.0,43.0,71.3,1.0,1.0
30.24,40.94,328.0,2400.0,1949.8084328073019,86.1,1.0,1.0
-0.23911894807465472,10.0,183.1333030039711,24196.0,1112.0,94.4,1.0,0.49496457318671694
5.2,10.0,50.7,6867.0,298.0,81.6,1.0,1.0
4.58,26.75,12.8,12033.0,2282.0,71.29425310042643,1.0,1.0
6.36,10.0,10.0,2046.0,480.0,55.6,1.0,1.0
2.0,17.47,10.0,256.0,75.0,66.3,1.0,1.0
2.71,38.71,13.0,24000.0,24000.0,81.1,1.0,1.0
17.956425631607594,40.79,102.0,24000.0,24000.0,68.48907237439997,1.0,1.0
2.0,26.21,13.0,1500.0,280.0,93.0,1.0,1.0
34.19240269207441,75.79,54.0,24000.0,24000.0,56.1,1.0,1.0
3.33,84.13,26.0,430.0,230.0,40.6,1.0,1.0
2.0,34.13,10.0,24000.0,2301.0826025057177,94.5,1.0,1.0
7.6,63.71,121.0,1500.0,930.0,36.2,1.0,1.0
42.595363945138345,65.38,154.0,70.0,89580.9855966591,29.9,1.0,1.0
47.3765280425491,79.54,13.0,24000.0,24000.0,30.0,1.0,1.0
10.3,13.38,31.9,19863.0,3947.344611289649,96.3,1.0,1.0
2.0,15.38,81.0,4600.0,930.0,63.7,1.0,1.0
3.8780709686586405,25.08,100.2,24196.0,17329.0,88.9,1.0,1.0
2.0,14.13,58.0,4600.0,2400.0,60.2,0.957456206664043,1.0
2.0,10.0,128.1,8664.0,933.0,92.8,1.0,1.0
2.0,10.0,10.0,2359.0,63.0,46.2,1.0,1.0
2.0,43.71,26.0,24000.0,44955.136204650684,68.9,1.0,1.0
2.0,10.0,13.6,19863.0,18853.769562540925,90.7,1.0,1.0
12.1,15.05,231.60257803312084,24196.0,7701.0,69.44169052246214,1.0,1.0
8.1,11.7,98.0,195161.6535145687,12910.0,93.0,1.0,1.0
2.0,61.21,12.0,24000.0,11000.0,51.0,1.0,1.0
2.0,60.38,18.0,24000.0,24000.0,70.0,0.9799545496651046,1.0
2.0,64.96,44.0,24000.0,4600.0,70.0,1.0,1.0
2.0,21.846396705407898,29.4,9208.0,94.0,90.8,1.0,1.0
2.57,34.54,24.0,11000.0,58506.361121143185,68.5,1.0,1.8003704657494952
13.0,62.1,84.0,24196.0,24196.0,87.7,1.0,1.0
2.43,31.21,31.0,24000.0,11000.0,69.3,1.0,1.0
15.97253716441962,27.88,22.0,2400.0,930.0,69.15626710753676,1.0,0.6392571984309435
2.0,13.71,184.23219735610718,-280825.50352319144,750.0,90.9,1.0,1.0
8.404109629784472,30.38,199.44774415991196,287106.0419750847,32213.789102058014,87.1,1.0149967653623306,0.9623639607738105
2.0,28.71,194.74242314523616,24000.0,11000.0,91.9,1.0,1.0
2.0,10.0,28.3,1439.0,512.0,49.1,1.0,1.0
2.0,32.46,10.0,24000.0,24000.0,71.62883860304042,1.0,1.0
2.0,17.47,13.4,830.0,55864.03733702231,68.2,1.0,1.0
21.74707765667612,45.38,87.0,930.0,430.0,68.60502015291013,1.028946268805309,1.0
3.082903799892037,47.46,11.0,430.0,70.0,92.7,1.0,2.0259005976418107
5.0,19.516046144655405,274.6,2400.0,430.0,46.4,1.0,1.0
2.0,37.88,18.0,390.0,230.0,86.6,1.0,1.0
4.33,52.88,18.0,11000.0,135424.72548609113,16.3,1.0,1.0
2.0,35.79,10.0,24000.0,24000.0,99.1,1.0,1.0
780.0,1581.6,65.7,11000.0,2100.0,10.0,1.4,13.51
2.0,27.46,12.0,4600.0,2400.0,98.3,1.0,1.0
2.0,26.63,10.0,2100.0,930.0,92.2,1.0,1.0
2.0,18.29,11.0,4600.0,750.0,66.0,1.0,1.0
2.0,48.71,10.0,-373109.82909475267,4600.0,77.4,1.0,1.0
2.0,32.04,10.0,24000.0,24000.0,66.5,1.0,1.0
2.0,37.04,10.0,430.0,230.0,72.0,0.9766986720309433,1.0
2.0,28.71,12.0,24000.0,24000.0,64.0,1.0,1.0
6.0,54.54,50.0,24000.0,2100.0,26.4,1.0,1.0
36.0,83.29,360.54192455116083,24000.0,24000.0,34.0,1.0,1.0
30.050135458589494,38.71,30.0,24000.0,24000.0,41.0,1.0,1.0
15.113452393182264,32.04,33.0,930.0,230.0,69.24967017538182,1.0,1.0
2.0,30.38,12.0,4600.0,2400.0,71.85551663802397,1.0,1.0
11.675700083546758,10.0,12.0,1539.0,327.0,62.4,1.0,1.0
2.0,26.21,10.0,24000.0,40.0,62.0,1.0,1.0
2.25,45.38,92.0,2100.0,53756.420339600474,63.0,1.0,1.0
2.0,37.04,20.0,11000.0,4600.0,62.0,1.0,1.0
2.0,36.21,295.07406853201104,11000.0,2100.0,59.0,1.0,1.0
2.0,23.29,26.0,2100.0,1200.0,90.8,1.0,1.0
2.0,42.04,20.0,24000.0,24000.0,60.0,0.9635375716333185,1.0
2.0,38.71,11.0,-836780.318221611,24000.0,67.0,1.0,1.0
2.0,10.0,10.0,990.0,148.0,67.1,1.0,1.0
17.94518528548283,38.29,10.0,2400.0,930.0,67.2,1.0,1.0
22.85491924235518,36.21,11.0,24000.0,24000.0,55.0,1.0,1.0
2.0,51.21,15.0,24000.0,24000.0,27.0,1.0,1.0
2.0,10.0,20.6,2481.0,2142.0,48.2,1.0,1.0
2.0,43.71,48.0,11000.0,4600.0,60.0,1.0,1.0
2.0,47.04,19.0,24000.0,4600.0,51.0,1.0,1.0
2.0,38.29,55.0,24000.0,11000.0,71.86499211475736,1.0,1.0
4.22,12.54,15.8,19180.0,15760.0,49.3,1.0,1.0
2.0,16.66340530967731,10.0,24000.0,24000.0,61.0,1.0,1.0
2.0,52.88,23.0,1200.0,390.0,29.9,0.9173107232566058,1.0
17.28989288132609,45.79,15.0,230.0,90.0,68.87607177177303,1.0,1.3731121063444618
2.57,72.04,24.0,930.0,230.0,48.0,1.0,1.0
43.471894639666175,85.38,17.0,24000.0,24000.0,40.2,1.0552703654171656,1.9583615005066273
7.67,69.54,282.9197061491299,4600.0,27256.782019887964,70.82488583418454,1.0,1.0
26.0,98.71,392.5,24000.0,24000.0,67.57503867922654,1.0,1.0
17.0,74.54,167.0,-752276.6392417941,24000.0,45.2,1.0,1.0
2.14,70.79,43.0,2400.0,750.0,71.5119484490031,1.0,3.3117648594624187
22.0,80.38,17.0,24000.0,24000.0,29.5,1.0,1.0
26.0,84.13,10.0,24000.0,24000.0,67.55321052855982,1.0,1.0
2.57,49.13,15.0,24000.0,24000.0,67.1,1.0,2.39625011735929
2.0,24.13,10.0,24000.0,24000.0,89.2,1.0,1.0
2.0,36.63,192.62473399421896,24000.0,24000.0,94.9,1.0,1.0
2.0,30.79,10.0,24000.0,24000.0,93.6,1.0,1.370139323645249
38.0,89.13,21.0,24000.0,24000.0,26.3,1.0,1.0
2.0,18.89049757781747,11.0,640.0,210.0,71.70985919548554,1.0,1.0
12.67,56.21,10.0,3.0,3.0,29.9,1.0,1.0
2.0,25.38,338.8011617230884,11000.0,2100.0,39.9,1.0,1.0
2.83,32.46,14.0,24000.0,24000.0,69.6,1.0,1.0
2.0,32.46,10.0,150.0,90.0,96.9,1.0,1.0
2.0,30.79,10.0,2400.0,150.0,96.7,1.0,1.0
2.0,33.29,10.0,390.0,150.0,98.0,1.0,1.0
2.0,35.38,10.0,230.0,90.0,97.1,1.0,1.0
2.0,35.38,10.0,390.0,90.0,96.4,1.0,1.0
2.0,29.96,10.0,11000.0,2400.0,57.5,1.0,1.0
2.0,13.24,10.0,240.0,93.0,56.2,1.0,1.0
4.38,58.69,14.8,24196.0,3.0,81.3,2.09,1.0
4.67,48.29,67.0,24000.0,24000.0,68.2,1.0,1.0
2.0,17.678331506414274,80.8,-608414.5402830951,1146.0,83.2,1.0,1.0
3.06,10.0,10.6,12033.0,74671.09775973737,59.6,1.0,1.0
21.248447987267063,17.56,22.8,-2454189.2187540764,689.0,31.5,1.0,1.0
2.0,29.54,10.0,1500.0,70.0,77.0,1.0,1.0
2.0,44.95,10.0,2400.0,2400.0,73.0,1.0,1.0
2.0,23.4,22.0,2400.0,2400.0,86.0,1.0,1.0662831863764404
2.0,21.019631711382488,30.0,2400.0,2400.0,86.0,1.0,1.0
2.0,20.8277928467214,19.0,21.0,7.0,85.0,0.9938189016452934,1.0
2.0,69.81,13.0,2400.0,2400.0,72.43300900031842,1.0,1.0
2.0,18.874803325180437,10.0,2400.0,2400.0,72.0,1.0,1.0
2.0,54.31,10.0,2400.0,210.0,59.0,1.0,2.6902011011079425
2.0,10.0,10.0,2400.0,2400.0,89.0,1.0,1.0
2.0,10.0,19.0,-491982.1566896355,2400.0,90.0,1.0122361264743063,1.0
2.0,10.0,20.0,150.0,150.0,89.0,1.0,1.0
81.22003696018348,181.615,108.45,1221898.0,1221898.0,27.5,1.3352668722048642,4.63
8.78,27.09226902479655,24.8,24196.0,24196.0,70.1733675379775,1.0,1.0
32.4,94.67,23.5,24196.0,42494.74424003807,52.2,1.0,1.0
38.9,132.97,155.6,24196.0,24196.0,65.59731530689311,1.0,1.0
76.5,228.08,220.7,241960.0,241960.0,11.0,1.0,9.62
9.8,21.71876102163681,36.4,24196.0,24196.0,25.4,1.0,1.0
46.5,116.05,147.1,24196.0,24196.0,10.5,1.0,1.0
21.3,42.54,301.6,241960.0,241960.0,79.4,1.080681848110415,1.0
4.85,27.547029605477626,314.85,14612.5,4461.5,100.95,1.0,1.0
19.67,36.64,272.5359777935878,24196.0,24196.0,57.7,1.0099079623460248,1.0
7.14,21.2,47.7,19863.0,17329.0,84.7,1.0,1.0
9.12,15.26,128.4,24196.0,19863.0,86.8,1.0,1.0
6.65,49.975,670.0,10280.0,4810.0,101.55,1.0,1.0
2.0,23.74,56.5,24196.0,24196.0,48.6,1.0,1.0
12.7,43.3299779896213,3919.0,36540.0,18420.0,98.0,1.0,1.0
16.4,80.74,953.2,241960.0,241960.0,40.3,1.0135862150190578,1.0
2.0,10.0,76.2,24196.0,-3449.6639335193613,103.0,1.0,1.0
8.5,25.845950441741962,250.63066807836776,64880.0,54750.0,66.7,1.0,1.0
12.7,36.72,264.9,15531.0,6867.0,96.1,1.0,1.0
14.0,49.46,377.3,241960.0,241960.0,66.70153471991074,1.0,1.0
11.4,24.96,70.8,32550.0,16070.0,35.6,1.0,1.0
12.9,37.08,159.7,173290.0,155310.0,68.37825452789816,1.0262741525588823,1.0
10.6,54.51,95.9,36540.0,15150.0,46.7,1.0,1.0
15.3,30.82,146.8,198630.0,104620.0,68.04327754366858,1.0,1.0
149.95584595975117,49.845,170.95,133078.0,98743.0,60.6,2.54,1.0
13.1,47.08,214.4025981412433,-1098006.1356425192,24196.0,69.5,1.0,3.45
46.5,68.44,53.6,24196.0,24196.0,11.0,1.0,4.08
16.4,50.41,11.7,24196.0,24196.0,11.0,1.0,2.1828151104533084
6.2,31.18,10.0,7270.0,7270.0,14.2,1.0,1.0
2.0,10.87,148.57926199225494,305.0,226.0,102.7,1.0,1.0
2.0,10.0,47.2,-1445846.9567650426,538.0,69.38514992133398,1.0,1.0
2.0,11.7,23.9,228464.87273041066,171.0,101.6,1.0,1.0
-9.510168802514418,10.0,24.6,95708.84284676053,663.0,108.9,1.0,1.0
2.0,10.0,151.02921306611142,9804.0,-1722.5402891720005,101.6,1.0,1.0
2.0,10.0,18.5,17329.0,1124.0,71.75260648297879,1.0,0.583130833625628
3.1009881556799783,10.0,21.4,19863.0,211.0,88.9,1.0,0.3690425001206772
2.0,10.0,22.5,2909.0,241.0,103.3,1.0,0.3068714622267188
-9.310853085202677,10.0,18.6,857.0,20.0,107.9,1.0,1.0
2.0,10.0,14.2,6131.0,148.0,71.58620352381955,1.0,1.0
2.0,10.0,10.0,2909.0,41.0,105.1,1.0,1.0
2.0,10.0,33.4,3448.0,246.0,71.73559656216166,1.0,0.5842357122794963
2.4,10.0,85.7,24196.0,24196.0,99.4,1.0,1.0
2.0,10.0,10.0,1523104.644260229,3.0,132.4,1.0,1.63
5.26,20.26,75.4,20.0,10.0,91.3,2.51,1.0
2.0,10.0,31.5,2247.0,110.0,102.7,1.0,1.0
5.8,10.0,169.9,2755.0,-9425.264369095501,104.8,1.0,1.0
5.3,21.63,139.7,3076.0,13586.926164673845,89.7,1.0,1.0
9.4,12.78,3198.0,24196.0,6131.0,92.8,1.0,1.0
12.2,79.13,1559.0,30760.0,3640.0,95.5,1.038743005595312,2.7819005729592163
2.0,233.79,7766.7,24196.0,17329.0,90.6,1.0,1.0
7.9891557829922775,10.0,48.1,2142.0,460.0,70.35182822698962,1.0,1.0
2.0,10.0,31.9,2359.0,657.0,89.9,1.0,1.0
14.504708500016271,10.92,10.0,7270.0,404.0,56.9,1.0,1.0
11.2,29.25984910742917,282.68237329838666,24196.0,5475.0,56.5,1.0,1.0
8.1,10.0,205.8906392831039,1236.0,38293.77969781312,78.0,1.0,1.0
8.6,34.083241553619935,50.0,2382.0,3.0,70.46622589125705,1.0,1.3110691935920225
2.0,10.0,21.6,-2758938.9261814654,3.0,43.9,1.0,1.0
7.4,10.0,16.7,1274.0,10.0,42.8,1.0,1.0
5.528743536419071,28.42,23.6,1956.0,3.0,87.7,1.0,1.0
2.0,12.42,805.0,5860.0,1220.0,104.1,1.0,1.0
8.9,18.39,45.3,2046.0,10.0,92.1,1.0234748322247549,1.0
2.0,10.0,10.0,581.0,3.0,121.3,1.045314013922786,1.0
23.3,111.69,31.2,24196.0,1354.0,30.2,1.0,1.0
