TOX_D_48_UT,E_COLI_NMP_100mL,TOX_V_15_UT
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0542
0.0,0.0,0.0
0.0,0.0,0.1101
0.1126,0.0001,0.1478
0.0,0.0,0.0111
0.0,0.0,0.0546
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0025
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0232
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0275
0.0,0.0,0.0
0.2485,0.0,0.0327
0.0,0.0,0.0997
0.0,0.0,0.0
0.0,0.0,0.0
0.0636,0.0,0.164
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0063
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0041
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0817
0.7222,0.0,0.5215
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.5592,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0338
0.0,0.0,0.0042
0.0,0.0,0.0
0.0,0.0,0.0058
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0001,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.049,0.0,0.1264
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1334,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.2264,0.0,0.0367
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0871
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1885,0.0,0.0
0.0,0.0,0.0247
0.0,0.0,0.0311
0.0,0.0,0.0356
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0064
0.1848,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0997
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0001,0.018
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0001,0.0184
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.3506
0.0,0.0,0.0817
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.093,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1995,0.0004,0.2489
0.0,0.0,0.002
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0012,0.0,0.0015
0.0303,0.0,0.0459
0.0002,0.0,0.0003
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0007,0.0,0.0009
0.0003,0.0,0.0004
0.0,0.0,0.0001
0.0004,0.0,0.0005
0.0,0.0,0.0001
0.001,0.0,0.0012
0.0734,0.0001,0.0096
0.0012,0.0,0.0015
0.0005,0.0,0.0007
0.0011,0.0,0.0014
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0011,0.0,0.0014
0.0011,0.0,0.0007
0.0011,0.0,0.0006
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0006,0.0,0.0008
0.0156,0.0,0.0186
0.0,0.0,0.0113
0.0123,0.0,0.0145
0.0044,0.0,0.0052
0.0047,0.0,0.0056
0.0263,0.0,0.0315
0.0226,0.0,0.0271
0.0012,0.0,0.0015
0.0,0.0,0.0
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0066,0.0,0.0091
0.0,0.0,0.0
0.0,0.0,0.0089
0.001,0.0,0.0013
0.0004,0.0,0.0005
0.001,0.0,0.0012
0.0011,0.0,0.0013
0.0,0.0,0.188
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0005,0.0,0.0007
0.0,0.0,0.0001
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.001,0.0,0.0013
0.0011,0.0,0.0013
0.001,0.0,0.0013
0.001,0.0,0.0012
0.0064,0.0,0.0088
0.001,0.0,0.0012
0.001,0.0,0.0012
0.0058,0.0,0.0069
0.0052,0.0,0.0062
0.0011,0.0,0.0013
0.0009,0.0,0.0011
0.0033,0.0,0.0038
0.0051,0.0,0.006
0.0065,0.0,0.0076
0.0041,0.0,0.0048
0.0294,0.0,0.0354
0.0165,0.0,0.0199
0.0063,0.0,0.0074
0.1194,0.0,0.1429
0.0064,0.0,0.0089
0.0003,0.0,0.0007
0.0004,0.0,0.0005
0.0003,0.0,0.0004
0.001,0.0,0.0012
0.001,0.0,0.0013
0.001,0.0,0.0012
0.001,0.0,0.0012
0.0011,0.0,0.0013
0.001,0.0,0.0011
0.0011,0.0,0.0013
0.001,0.0,0.0012
0.001,0.0,0.0012
0.001,0.0,0.0012
0.0064,0.0,0.0089
0.0015,0.0,0.0
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0014
0.0018,0.0,0.0022
0.0009,0.0,0.001
0.0041,0.0,0.0049
0.0022,0.0,0.0025
0.0033,0.0,0.0041
0.0027,0.0,0.0033
0.0011,0.0,0.0014
0.001,0.0,0.0012
0.0017,0.0,0.0021
0.0012,0.0,0.0015
0.0019,0.0,0.0022
0.002,0.0,0.0024
0.0011,0.0,0.0015
0.001,0.0,0.0011
0.0022,0.0,0.0026
0.0003,0.0,0.0005
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0028,0.0,0.0032
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0019,0.0,0.0026
0.004,0.0,0.005
0.0007,0.0,0.0011
0.0215,0.0,0.0256
0.0012,0.0,0.0015
0.001,0.0,0.0011
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0002,0.0,0.0006
0.0012,0.0,0.0015
0.0005,0.0,0.0007
0.0009,0.0,0.0012
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0,0.0,0.0001
0.0011,0.0,0.0012
0.0014,0.0,0.0016
0.0064,0.0,0.0089
0.0004,0.0,0.0003
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0012,0.0,0.0015
0.0008,0.0,0.0007
0.0012,0.0,0.0015
0.0011,0.0,0.0015
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0007,0.0,0.0009
0.0064,0.0,0.0089
0.0012,0.0,0.0015
0.0002,0.0,0.0001
0.0011,0.0,0.0014
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0089
0.0064,0.0,0.0088
0.0625,0.0,0.0907
0.007,0.0,0.0097
0.0207,0.0,0.0259
0.0,0.0,0.0
0.0021,0.0,0.0024
0.0008,0.0,0.0008
0.0003,0.0,0.0002
0.0009,0.0,0.0009
0.0008,0.0,0.0008
0.0771,0.0,0.0
1.0,0.0,0.1264
0.0018,0.0,0.0031
